Freq.	V(n001)/I(V1)
9.53971679433592e+01	-4.00967959919581e+00,-3.40132416757490e-01
9.57971559431192e+01	-4.00975733886668e+00,-3.41767730048325e-01
9.61971439428792e+01	-4.00983565959551e+00,-3.43406026107316e-01
9.65971319426392e+01	-4.00991456556773e+00,-3.45047325753213e-01
9.69971199423992e+01	-4.00999406101117e+00,-3.46691649938880e-01
9.73971079421592e+01	-4.01007415019653e+00,-3.48339019752812e-01
9.77970959419192e+01	-4.01015483743785e+00,-3.49989456420166e-01
9.81970839416792e+01	-4.01023612709300e+00,-3.51642981304340e-01
9.85970719414392e+01	-4.01031802356415e+00,-3.53299615908175e-01
9.89970599411992e+01	-4.01040053129829e+00,-3.54959381875343e-01
9.93970479409592e+01	-4.01048365478767e+00,-3.56622300991772e-01
9.97970359407192e+01	-4.01056739857039e+00,-3.58288395186960e-01
1.00197023940479e+02	-4.01065176723086e+00,-3.59957686535388e-01
1.00597011940239e+02	-4.01073676540031e+00,-3.61630197258016e-01
1.00996999939999e+02	-4.01082239775737e+00,-3.63305949723607e-01
1.01396987939759e+02	-4.01090866902855e+00,-3.64984966450226e-01
1.01796975939519e+02	-4.01099558398881e+00,-3.66667270106715e-01
1.02196963939279e+02	-4.01108314746208e+00,-3.68352883514172e-01
1.02596951939039e+02	-4.01117136432189e+00,-3.70041829647331e-01
1.02996939938799e+02	-4.01126023949184e+00,-3.71734131636313e-01
1.03396927938559e+02	-4.01134977794621e+00,-3.73429812767900e-01
1.03796915938319e+02	-4.01143998471057e+00,-3.75128896487229e-01
1.04196903938079e+02	-4.01153086486233e+00,-3.76831406399308e-01
1.04596891937839e+02	-4.01162242353132e+00,-3.78537366270571e-01
1.04996879937599e+02	-4.01171466590047e+00,-3.80246800030514e-01
1.05396867937359e+02	-4.01180759720633e+00,-3.81959731773304e-01
1.05796855937119e+02	-4.01190122273974e+00,-3.83676185759342e-01
1.06196843936879e+02	-4.01199554784646e+00,-3.85396186417028e-01
1.06596831936639e+02	-4.01209057792778e+00,-3.87119758344289e-01
1.06996819936399e+02	-4.01218631844119e+00,-3.88846926310384e-01
1.07396807936159e+02	-4.01228277490105e+00,-3.90577715257558e-01
1.07796795935919e+02	-4.01237995287920e+00,-3.92312150302700e-01
1.08196783935679e+02	-4.01247785800568e+00,-3.94050256739204e-01
1.08596771935439e+02	-4.01257649596941e+00,-3.95792060038636e-01
1.08996759935199e+02	-4.01267587251885e+00,-3.97537585852576e-01
1.09396747934959e+02	-4.01277599346276e+00,-3.99286860014341e-01
1.09796735934719e+02	-4.01287686467083e+00,-4.01039908540893e-01
1.10196723934479e+02	-4.01297849207449e+00,-4.02796757634618e-01
1.10596711934239e+02	-4.01308088166757e+00,-4.04557433685206e-01
1.10996699933999e+02	-4.01318403950709e+00,-4.06321963271536e-01
1.11396687933759e+02	-4.01328797171400e+00,-4.08090373163567e-01
1.11796675933519e+02	-4.01339268447393e+00,-4.09862690324275e-01
1.12196663933279e+02	-4.01349818403798e+00,-4.11638941911595e-01
1.12596651933039e+02	-4.01360447672348e+00,-4.13419155280387e-01
1.12996639932799e+02	-4.01371156891485e+00,-4.15203357984438e-01
1.13396627932559e+02	-4.01381946706431e+00,-4.16991577778460e-01
1.13796615932319e+02	-4.01392817769280e+00,-4.18783842620131e-01
1.14196603932079e+02	-4.01403770739075e+00,-4.20580180672151e-01
1.14596591931839e+02	-4.01414806281891e+00,-4.22380620304364e-01
1.14996579931599e+02	-4.01425925070928e+00,-4.24185190095825e-01
1.15396567931359e+02	-4.01437127786591e+00,-4.25993918836899e-01
1.15796555931119e+02	-4.01448415116578e+00,-4.27806835531513e-01
1.16196543930879e+02	-4.01459787755975e+00,-4.29623969399287e-01
1.16596531930639e+02	-4.01471246407339e+00,-4.31445349877716e-01
1.16996519930399e+02	-4.01482791780798e+00,-4.33271006624445e-01
1.17396507930159e+02	-4.01494424594136e+00,-4.35100969519493e-01
1.17796495929919e+02	-4.01506145572894e+00,-4.36935268667608e-01
1.18196483929679e+02	-4.01517955450461e+00,-4.38773934400457e-01
1.18596471929439e+02	-4.01529854968177e+00,-4.40616997279105e-01
1.18996459929199e+02	-4.01541844875425e+00,-4.42464488096306e-01
1.19396447928959e+02	-4.01553925929736e+00,-4.44316437878853e-01
1.19796435928719e+02	-4.01566098896890e+00,-4.46172877890143e-01
1.20196423928479e+02	-4.01578364551017e+00,-4.48033839632470e-01
1.20596411928239e+02	-4.01590723674703e+00,-4.49899354849646e-01
1.20996399927999e+02	-4.01603177059099e+00,-4.51769455529403e-01
1.21396387927759e+02	-4.01615725504021e+00,-4.53644173905995e-01
1.21796375927519e+02	-4.01628369818068e+00,-4.55523542462755e-01
1.22196363927279e+02	-4.01641110818730e+00,-4.57407593934705e-01
1.22596351927039e+02	-4.01653949332495e+00,-4.59296361311185e-01
1.22996339926799e+02	-4.01666886194975e+00,-4.61189877838477e-01
1.23396327926559e+02	-4.01679922251009e+00,-4.63088177022589e-01
1.23796315926319e+02	-4.01693058354791e+00,-4.64991292631918e-01
1.24196303926079e+02	-4.01706295369984e+00,-4.66899258700046e-01
1.24596291925839e+02	-4.01719634169844e+00,-4.68812109528482e-01
1.24996279925599e+02	-4.01733075637339e+00,-4.70729879689599e-01
1.25396267925359e+02	-4.01746620665280e+00,-4.72652604029392e-01
1.25796255925119e+02	-4.01760270156444e+00,-4.74580317670443e-01
1.26196243924879e+02	-4.01774025023701e+00,-4.76513056014829e-01
