zero_absz,zero_frequency,zero_phasez,one_absz,one_frequency,one_phasez,two_absz,two_frequency,two_phasez,three_absz,three_frequency,three_phasez,four_absz,four_frequency,four_phasez,five_absz,five_frequency,five_phasez
996.426,11.8684631189581,0.003145864881211444,99.9165,11.8684631189581,0.0013141990242695207,1006050,11.8684631189581,-0.013852171429759861,99.9049,11.8684631189581,-0.4371192421878223,40.3633,11.8684631189581,0.8952121774242034,3.86887,22.3069132232467,1.2379039642699001
996.431,11.8942261906341,0.0030974327587890357,99.915,11.8942261906341,0.0013436089478935857,1006050,11.8942261906341,-0.013437636464982711,99.9068,11.8942261906341,-0.43774433914231,40.3626,11.8942261906341,0.8973378508441386,3.87027,22.3377587360574,1.2384654629091285
996.435,11.9200448978063,0.0033483653547445313,99.916,11.9200448978063,0.0024576852734798124,1006030,11.9200448978063,-0.013650891356330403,99.9043,11.9200448978063,-0.43918246320808835,40.3625,11.9200448978063,0.9002713947552086,3.86986,22.368647094595,1.239817643305637
996.445,11.9459198799632,0.0036041279849129792,99.9169,11.9459198799632,0.0027654782010240906,1006040,11.9459198799632,-0.0136298638052491,99.9057,11.9459198799632,-0.4394528992873901,40.3623,11.9459198799632,0.9003802567362834,3.87017,22.3995780856967,1.2429288041331974
996.418,11.9718509239419,0.0030036452973040712,99.9171,11.9718509239419,0.001338612755920045,1006040,11.9718509239419,-0.013923447379474135,99.9052,11.9718509239419,-0.44074778390438574,40.3632,11.9718509239419,0.9028038682096868,3.86957,22.4305517093626,1.2444643310241479
996.423,11.9978382429054,0.0033884838595595913,99.9146,11.9978382429054,0.002023543692953285,1006020,11.9978382429054,-0.013812580046116322,99.9047,11.9978382429054,-0.4419613085144728,40.3629,11.9978382429054,0.9048894345839631,3.87031,22.4615683919183,1.2454784663215295
996.407,12.0238818368534,0.0033132258531691577,99.9173,12.0238818368534,0.0010948249436698312,1006030,12.0238818368534,-0.013612274000938585,99.9073,12.0238818368534,-0.44218819980134466,40.3634,12.0238818368534,0.9068947868669209,3.87209,22.4926279202009,1.2468363762959898
996.428,12.0499821321118,0.003430733767372538,99.9162,12.0499821321118,0.0015329886879181767,1006030,12.0499821321118,-0.01380770990485771,99.904,12.0499821321118,-0.4441310996846333,40.3624,12.0499821321118,0.9093470462300809,3.87382,22.5237302942105,1.2479708327303487
996.411,12.0761391286806,0.004036000652570789,99.9168,12.0761391286806,0.00204423892851341,1006040,12.0761391286806,-0.01330717397503142,99.9064,12.0761391286806,-0.44419011433753175,40.3625,12.0761391286806,0.9118050351711922,3.87485,22.5548757271099,1.2489964271836327
996.402,12.1023528265596,0.0029602322851670086,99.917,12.1023528265596,0.0014558972165833242,1006030,12.1023528265596,-0.013277380169684619,99.905,12.1023528265596,-0.44553140853593304,40.3625,12.1023528265596,0.9125899873505212,3.8771,22.5860642188991,1.2507840555044412
996.41,12.1286234389118,0.0037011411987845303,99.9177,12.1286234389118,0.0021767984439948775,1006040,12.1286234389118,-0.013168976554845868,99.9057,12.1286234389118,-0.44722220698936405,40.3623,12.1286234389118,0.9145609621657713,3.87763,22.6172957695781,1.2518096499577254
996.415,12.154950965737,0.004537046514834742,99.9157,12.154950965737,0.002450947289809074,1006050,12.154950965737,-0.013436375957833422,99.9054,12.154950965737,-0.4475602520884912,40.3623,12.154950965737,0.9172538638028861,3.87781,22.6485705923096,1.2553046925080231
996.42,12.1813358333611,0.003403667241130558,99.9161,12.1813358333611,0.0020351747361944407,1006040,12.1813358333611,-0.013437407281864659,99.9054,12.1813358333611,-0.4480868003022165,40.3631,12.1813358333611,0.9189498188764733,3.87751,22.6798886870938,1.255871920725203
996.424,12.2077778286212,0.00324855037725479,99.9162,12.2077778286212,0.002237537699856696,1006040,12.2077778286212,-0.013429213985394286,99.9049,12.2077778286212,-0.45026174809253316,40.3629,12.2077778286212,0.9206285852162067,3.8783,22.7112500539306,1.2569433518020974
996.411,12.2342773778428,0.0037870046539628353,99.9151,12.2342773778428,0.0019180392445578953,1006060,12.2342773778428,-0.013864375430796147,99.9053,12.2342773778428,-0.4505390596653764,40.3629,12.2342773778428,0.9228402023054116,3.8779,22.74265469282,1.2586393068756847
996.425,12.2608342678632,0.003932381235321379,99.9156,12.2608342678632,0.001995732321577635,1006040,12.2608342678632,-0.013715177220944081,99.9047,12.2608342678632,-0.451623668771559,40.3626,12.2608342678632,0.9241178981885536,3.87795,22.7741028169248,1.260449853508298
996.43,12.287448925008,0.002731026248802874,99.9166,12.287448925008,0.0017239268731455235,1006040,12.287448925008,-0.013641666735828797,99.9056,12.287448925008,-0.4520797431764832,40.3634,12.287448925008,0.9267706927800091,3.87842,22.8055944262451,1.2612577239994325
996.419,12.3141213492772,0.0026944543527396736,99.9165,12.3141213492772,0.002059978079145654,1006040,12.3141213492772,-0.014584411491937054,99.9067,12.3141213492772,-0.4532164914420227,40.3637,12.3141213492772,0.9284379999638399,3.87869,22.8371297339436,1.2649246538882697
996.421,12.3408515406709,0.003001003961868518,99.9149,12.3408515406709,0.0019072848267432895,1006050,12.3408515406709,-0.014416362970625181,99.9065,12.3408515406709,-0.45452971070846265,40.3632,12.3408515406709,0.9313543551410558,3.87945,22.8687085268575,1.2647699552835845
996.436,12.3676399255146,0.003118282692953846,99.9177,12.3676399255146,0.0020524379545617324,1006030,12.3676399255146,-0.013647797384236698,99.9061,12.3676399255146,-0.45523330288088326,40.3634,12.3676399255146,0.9321278481644824,3.88075,22.9003310181497,1.2674456681868456
996.433,12.3944865038084,0.0025578955918481934,99.9157,12.3944865038084,0.0017719521955333892,1006040,12.3944865038084,-0.014063019898368005,99.9037,12.3944865038084,-0.45638666692248164,40.3639,12.3944865038084,0.9351645244786758,3.88088,22.9319969946573,1.2669815723727893
996.423,12.4213910623894,0.003174615903371109,99.9151,12.4213910623894,0.002253316957534599,1006050,12.4213910623894,-0.013390997700459062,99.9053,12.4213910623894,-0.4568387306228398,40.3638,12.4213910623894,0.9364135724720609,3.87992,22.9637070958688,1.2695828007626835
